 131, 22, 5
 54, 8, 5
 102, 64, 45
 91, 65, 45
 119, 6, 5
 36, 41, 5
 77, 210, 5
 299, 182, 5
 180, 36, 135
 136, 153, 135
 79, 56, 135
 37, 177, 5
 179, 111, 125
 114, 209, 5
 167, 118, 35
 198, 180, 35
 252, 182, 5
 42, 154, 5
 73, 46, 45
 130, 90, 5
 21, 190, 5
 109, 10, 5
 118, 130, 5
 46, 146, 5
 188, 159, 135
 128, 15, 5
 214, 111, 135
 66, 48, 45
 102, 47, 45
 211, 65, 135
 235, 109, 5
 264, 157, 5
 47, 149, 5
 88, 33, 135
 146, 99, 5
 208, 32, 45
 34, 0, 5
 141, 144, 135
 15, 188, 5
 33, 163, 5
 150, 108, 5
 265, 131, 5
 208, 3, 5
 70, 21, 5
 156, 172, 125
 280, 39, 5
 125, 20, 5
 46, 108, 5
 61, 179, 5
 241, 56, 5
 172, 141, 45
 280, 66, 5
 143, 76, 35
 31, 147, 5
 186, 144, 5
 300, 179, 5
 297, 71, 5
 55, 206, 5
 231, 193, 5
 150, 23, 5
 27, 98, 5
 142, 50, 5
 1, 24, 5
 129, 173, 135
 229, 0, 5
 20, 155, 5
 42, 91, 5
 38, 119, 5
 142, 173, 5
 270, 174, 5
 101, 195, 135
 213, 106, 35
 91, 115, 5
 288, 144, 5
 289, 57, 5
 166, 174, 5
 138, 5, 5
 236, 95, 35
 96, 201, 105
 74, 91, 5
 176, 205, 5
 34, 7, 5
 285, 28, 5
 47, 18, 5
 190, 161, 135
 186, 18, 5
 151, 24, 5
 27, 19, 5
 135, 204, 135
 162, 203, 5
 130, 153, 135
 189, 155, 5
 125, 150, 5
 104, 7, 5
 125, 19, 5
 117, 41, 135
 95, 162, 135
 32, 110, 5
 195, 99, 5
 207, 52, 135
 197, 115, 35
 129, 106, 5
 166, 38, 135
 231, 137, 5
 130, 124, 5
 42, 183, 5
 121, 34, 135
 296, 154, 5
 240, 150, 135
 36, 141, 5
 42, 56, 5
 258, 82, 5
 173, 134, 5
 129, 8, 35
 46, 159, 5
 175, 150, 5
 119, 167, 135
 273, 37, 5
 296, 204, 5
 267, 84, 5
 221, 104, 5
 262, 37, 5
 212, 35, 45
 248, 144, 135
 128, 177, 135
 160, 193, 35
 294, 14, 5
 281, 0, 5
 86, 103, 5
 118, 204, 5
 246, 105, 5
 121, 38, 135
 129, 46, 135
 191, 141, 5
 280, 176, 5
 78, 199, 5
 37, 35, 5
 85, 132, 5
 240, 171, 35
 278, 112, 5
 202, 64, 135
 13, 12, 5
 188, 148, 5
 65, 206, 5
 5, 38, 5
 226, 44, 35
 280, 185, 5
 260, 69, 5
 194, 169, 5
 150, 201, 35
 115, 14, 5
 151, 207, 5
 126, 175, 135
 33, 11, 5
 56, 95, 135
 213, 197, 55
 25, 47, 5
 6, 171, 5
 208, 107, 35
 51, 178, 125
 0, 182, 5
 100, 204, 55
 178, 121, 135
 160, 54, 5
 135, 56, 135
 17, 181, 5
 12, 122, 5
 230, 60, 5
 145, 193, 125
 3, 134, 5
 196, 154, 135
 300, 140, 5
 17, 174, 5
 96, 168, 55
 134, 79, 5
 66, 81, 35
 253, 210, 5
 255, 181, 5
 72, 71, 135
 6, 115, 5
 131, 156, 135
 217, 198, 5
 64, 108, 135
 235, 97, 35
 209, 66, 135
 277, 115, 5
 81, 16, 5
 214, 92, 135
 23, 199, 5
 155, 130, 45
 292, 72, 5
 210, 96, 35
 144, 201, 5
 259, 184, 5
 217, 183, 5
 257, 25, 5
 34, 11, 5
 34, 156, 5
 194, 158, 135
 296, 178, 5
 206, 49, 135
 231, 182, 5
 261, 92, 5
 152, 4, 5
 126, 105, 5
 206, 58, 135
 52, 194, 5
 103, 209, 5
 36, 100, 5
 70, 193, 5
 280, 92, 5
 172, 49, 5
 24, 188, 5
 191, 43, 5
 285, 109, 5
 30, 96, 5
 65, 100, 135
 207, 155, 35
 66, 43, 45
 61, 168, 5
 52, 61, 5
 106, 51, 45
 180, 89, 35
 5, 135, 5
 202, 96, 5
 264, 124, 5
 172, 129, 135
 230, 147, 5
 1, 16, 5
 296, 128, 5
 18, 57, 5
 97, 153, 135
 39, 163, 5
 257, 152, 5
 161, 158, 5
 297, 124, 5
 35, 192, 5
 103, 206, 5
 114, 77, 45
 60, 90, 135
 248, 22, 5
 73, 94, 35
 216, 205, 5
 166, 196, 35
 45, 23, 5
 146, 22, 5
 163, 133, 135
 158, 192, 35
 285, 170, 5
 238, 164, 35
 219, 155, 35
 204, 36, 45
 121, 134, 5
 267, 120, 5
 11, 73, 5
 170, 35, 135
 270, 114, 5
 46, 180, 5
 113, 57, 125
 12, 185, 5
 2, 72, 5
 147, 11, 5
 229, 69, 5
 98, 32, 135
 205, 101, 35
 247, 204, 5
 231, 141, 5
 170, 188, 5
 220, 207, 5
 37, 207, 5
 25, 115, 5
 209, 38, 45
 140, 8, 5
 124, 106, 5
 272, 67, 5
 278, 207, 5
 291, 144, 5
 253, 30, 5
 5, 156, 5
 116, 34, 35
 17, 12, 5
 121, 1, 5
 157, 110, 35
 154, 97, 5
 269, 204, 5
 10, 105, 5
 287, 168, 5
 63, 47, 45
 18, 42, 5
 5, 119, 5
 255, 57, 5
 92, 196, 135
 141, 43, 5
 146, 113, 35
 300, 207, 5
 282, 194, 5
 148, 87, 5
 66, 127, 35
 248, 189, 5
 171, 83, 5
 127, 33, 5
 137, 51, 135
 210, 5, 5
 281, 114, 5
 176, 52, 5
 174, 121, 35
 156, 133, 135
 55, 155, 5
 170, 197, 5
 269, 174, 5
 133, 199, 55
 61, 81, 5
 170, 12, 5
 76, 161, 5
 84, 136, 135
 246, 18, 5
 126, 114, 125
 248, 113, 5
 218, 147, 5
 260, 28, 5
 179, 193, 5
 137, 115, 35
 90, 9, 135
 251, 192, 5
 226, 156, 125
 153, 21, 5
 73, 184, 135
 79, 110, 5
 235, 143, 5
 298, 179, 5
 299, 85, 5
 58, 69, 5
 135, 81, 5
 12, 23, 5
 5, 177, 5
 111, 185, 35
 233, 158, 135
 86, 10, 35
 198, 25, 135
 230, 6, 5
 128, 95, 5
 13, 106, 5
 106, 189, 55
 230, 142, 5
 246, 16, 5
 40, 39, 5
 84, 127, 5
 237, 131, 135
 43, 205, 5
 70, 132, 35
 260, 127, 5
 136, 88, 35
 221, 161, 125
 43, 165, 5
 153, 83, 5
 43, 83, 5
 170, 63, 5
 122, 110, 5
 298, 145, 5
 275, 6, 5
 267, 160, 5
 131, 122, 5
 119, 186, 135
 281, 1, 5
 220, 2, 5
 182, 170, 5
 102, 151, 135
 76, 173, 5
 94, 87, 45
 146, 144, 5
 299, 45, 5
 68, 204, 5
 179, 98, 35
 239, 206, 5
 35, 114, 5
 11, 106, 5
 181, 147, 5
 112, 3, 5
 239, 114, 5
 262, 165, 5
 36, 0, 5
 18, 70, 5
 151, 21, 5
 203, 54, 135
 294, 15, 5
 99, 55, 45
 39, 146, 5
 58, 36, 35
 26, 90, 5
 90, 210, 5
 299, 46, 5
 105, 20, 5
 193, 97, 135
 97, 65, 45
 206, 127, 45
 167, 66, 135
 216, 68, 5
 205, 113, 135
 113, 196, 5
 58, 66, 5
 184, 104, 5
 25, 58, 5
 204, 182, 135
 108, 144, 5
 285, 135, 5
 240, 67, 135
 89, 125, 35
 115, 138, 135
 80, 49, 135
 119, 124, 135
 173, 23, 5
 271, 21, 5
 136, 198, 55
 255, 62, 5
 208, 27, 5
 161, 120, 35
 36, 92, 5
 293, 93, 5
 173, 176, 35
 123, 193, 135
 261, 192, 5
 292, 209, 5
 60, 21, 5
 291, 3, 5
 28, 30, 5
 9, 100, 5
 168, 77, 35
 50, 112, 5
 107, 196, 35
 76, 171, 5
 102, 79, 45
 228, 95, 125
 58, 205, 5
 126, 69, 5
 168, 165, 35
 20, 56, 5
 281, 14, 5
 124, 71, 5
 122, 168, 35
 69, 65, 135
 249, 199, 5
 193, 208, 5
 101, 209, 5
 195, 207, 5
 16, 106, 5
 169, 4, 5
 186, 80, 35
 135, 162, 5
 275, 87, 5
 133, 89, 35
 118, 113, 35
 299, 166, 5
 177, 127, 135
 94, 104, 5
 26, 123, 5
 8, 133, 5
 234, 25, 35
 85, 121, 35
 145, 86, 5
 49, 66, 5
 289, 66, 5
 191, 119, 135
 143, 19, 5
 122, 172, 5
 43, 168, 5
 127, 91, 5
 100, 79, 125
 83, 25, 5
 246, 160, 125
 68, 91, 135
 40, 196, 5
 78, 102, 5
 274, 164, 5
 206, 71, 135
 201, 186, 135
 181, 15, 5
 252, 170, 5
 223, 140, 5
 103, 93, 5
 215, 129, 45
 279, 148, 5
 249, 122, 35
 36, 169, 5
 141, 208, 5
 51, 45, 5
 3, 158, 5
 48, 169, 5
 151, 72, 135
 158, 170, 5
 257, 56, 5
 101, 197, 55
 210, 125, 45
 125, 194, 135
 15, 182, 5
 5, 62, 5
 190, 24, 135
 196, 127, 35
 275, 157, 5
 214, 80, 135
 285, 5, 5
 2, 66, 5
 110, 196, 125
 70, 61, 135
 217, 140, 5
 289, 206, 5
 32, 158, 5
 207, 42, 45
 75, 25, 5
 101, 113, 5
 3, 12, 5
 18, 180, 5
 57, 193, 35
 26, 152, 5
 38, 19, 5
 94, 56, 45
 235, 38, 5
 160, 101, 35
 85, 144, 135
 71, 152, 135
 159, 123, 5
 216, 7, 5
 167, 202, 5
 225, 51, 35
 230, 107, 5
 26, 91, 5
 300, 50, 5
 66, 102, 135
 90, 35, 135
 240, 99, 5
 172, 43, 5
 239, 56, 5
 156, 208, 5
 141, 25, 5
 23, 126, 5
 44, 9, 5
 34, 168, 5
 11, 157, 5
 177, 48, 135
 145, 11, 5
 171, 56, 135
 28, 159, 5
 13, 0, 5
 257, 5, 5
 3, 146, 5
 103, 176, 55
 35, 68, 5
 288, 78, 5
 194, 184, 135
 153, 89, 5
 212, 56, 135
 190, 172, 5
 298, 172, 5
 37, 99, 5
 253, 65, 5
 4, 199, 5
 53, 83, 5
 256, 8, 5
 85, 63, 135
 153, 127, 45
 237, 194, 5
 105, 29, 135
 0, 63, 5
 250, 173, 5
 291, 59, 5
 108, 101, 5
 1, 162, 5
 256, 154, 5
 182, 208, 5
 275, 51, 5
 215, 134, 45
 39, 119, 5
 263, 167, 5
 217, 103, 35
 131, 198, 135
 73, 141, 135
 146, 17, 5
 263, 146, 5
 35, 199, 5
 97, 33, 135
 253, 48, 5
 247, 4, 5
 38, 175, 5
 30, 105, 5
 111, 167, 135
 192, 40, 5
 9, 69, 5
 150, 138, 5
 124, 124, 135
 106, 104, 5
 245, 25, 5
 195, 157, 135
 291, 40, 5
 210, 160, 35
 120, 162, 5
 9, 113, 5
 1, 26, 5
 124, 207, 5
 55, 32, 5
 187, 166, 135
 266, 87, 5
 157, 196, 35
 244, 20, 35
 220, 21, 45
 10, 85, 5
 77, 70, 135
 74, 55, 135
 278, 132, 5
 56, 52, 45
 255, 154, 5
 20, 35, 5
 107, 31, 135
 46, 111, 5
 94, 19, 135
 289, 162, 5
 207, 79, 135
 230, 66, 5
 149, 38, 135
 290, 20, 5
 25, 45, 5
 183, 101, 5
 144, 32, 5
 109, 166, 5
 295, 60, 5
 249, 97, 5
 27, 26, 5
 160, 190, 85
 183, 61, 5
 264, 127, 5
 20, 20, 5
 50, 80, 5
 25, 156, 5
 264, 81, 5
 20, 10, 5
 161, 185, 85
 182, 25, 5
 280, 78, 5
 7, 140, 5
 286, 12, 5
 16, 76, 5
 98, 157, 135
 144, 69, 135
 80, 188, 135
 59, 164, 5
 158, 74, 135
 174, 110, 35
 24, 72, 5
 275, 25, 5
 216, 92, 135
 172, 184, 5
 24, 210, 5
 42, 188, 5
 46, 64, 5
 182, 98, 135
 41, 200, 5
 171, 185, 5
 167, 103, 35
 297, 18, 5
 240, 66, 5
 26, 125, 5
 286, 179, 5
 105, 186, 55
 156, 102, 35
 125, 109, 5
 37, 19, 5
 128, 82, 5
 26, 183, 5
 15, 166, 5
 1, 124, 5
 256, 95, 5
 179, 185, 5
 130, 85, 5
 201, 184, 135
 185, 140, 5
 8, 15, 5
 168, 154, 5
 267, 162, 5
 52, 69, 5
 288, 107, 5
 231, 57, 5
 107, 91, 5
 166, 83, 135
 15, 113, 5
 274, 77, 5
 156, 150, 135
 287, 73, 5
 202, 82, 35
 123, 85, 5
 83, 125, 35
 181, 7, 45
 113, 199, 85
 16, 9, 5
 243, 64, 135
 285, 120, 5
 165, 181, 35
 180, 145, 5
 186, 120, 135
 270, 45, 5
 272, 201, 5
 127, 15, 5
 100, 142, 135
 41, 29, 5
 183, 200, 5
 247, 139, 135
 174, 23, 5
 9, 49, 5
 139, 154, 5
 35, 189, 5
 114, 23, 5
 135, 120, 125
 264, 63, 5
 295, 193, 5
 187, 124, 135
 96, 138, 105
 163, 66, 135
 109, 123, 135
 72, 111, 5
 270, 163, 5
 23, 15, 5
 241, 42, 5
 41, 66, 5
 249, 64, 5
 158, 112, 35
 242, 133, 135
 279, 32, 5
 103, 117, 135
 107, 195, 35
 117, 206, 5
 151, 27, 5
 132, 126, 105
 157, 31, 5
 128, 191, 135
 100, 11, 5
 45, 116, 5
 179, 51, 5
 180, 190, 5
 127, 203, 135
 58, 82, 5
 12, 45, 5
 234, 63, 5
 148, 176, 135
 233, 125, 135
 21, 57, 5
 236, 72, 135
 216, 208, 5
 160, 50, 135
 182, 92, 35
 279, 185, 5
 179, 174, 135
 288, 93, 5
 189, 76, 35
 258, 183, 5
 278, 114, 5
 137, 78, 5
 124, 147, 135
 231, 3, 5
 285, 61, 5
 144, 72, 5
 27, 206, 5
 181, 206, 5
 48, 79, 5
 272, 18, 5
 94, 30, 135
 205, 108, 35
 156, 125, 45
 107, 78, 45
 103, 99, 5
 153, 200, 35
 102, 67, 125
 101, 84, 45
 163, 11, 5
 282, 21, 5
 30, 136, 5
 190, 158, 135
 209, 68, 135
 260, 125, 5
 157, 77, 135
 157, 192, 35
 68, 188, 5
 12, 15, 5
 289, 90, 5
 294, 40, 5
 110, 208, 5
 7, 16, 5
 270, 103, 5
 241, 208, 5
 119, 163, 135
 65, 7, 5
 58, 92, 135
 170, 80, 135
 108, 132, 135
 100, 10, 5
 220, 90, 135
 44, 62, 5
 263, 87, 5
 186, 7, 45
 89, 107, 5
 90, 192, 135
 54, 24, 5
 93, 148, 135
 166, 128, 135
 131, 141, 85
 128, 200, 135
 243, 137, 135
 83, 37, 5
 265, 34, 5
 295, 130, 5
 25, 36, 5
 277, 135, 5
 108, 210, 5
 267, 176, 5
 212, 20, 5
 198, 110, 125
 155, 29, 5
 92, 97, 5
 76, 17, 5
 229, 1, 5
 119, 34, 35
 98, 48, 45
 259, 166, 5
 226, 140, 5
 103, 137, 135
 230, 113, 5
 113, 13, 5
 233, 196, 5
 222, 33, 45
 198, 6, 45
 40, 71, 5
 197, 150, 135
 17, 164, 5
 96, 21, 135
 96, 79, 45
 288, 170, 5
 155, 49, 135
 92, 100, 5
 267, 6, 5
 173, 125, 135
 20, 187, 5
 180, 120, 135
 110, 79, 45
 286, 90, 5
 131, 90, 5
 101, 48, 135
 181, 41, 135
 198, 204, 105
 208, 76, 135
 96, 152, 135
 285, 162, 5
 153, 58, 135
 161, 22, 5
 235, 65, 5
 297, 20, 5
 191, 49, 35
 293, 163, 5
 118, 69, 45
 288, 105, 5
 260, 185, 5
 148, 70, 5
 285, 34, 5
 112, 32, 135
 250, 26, 5
 216, 106, 135
 262, 162, 5
 71, 71, 135
 2, 30, 5
 275, 99, 5
 202, 189, 5
 189, 117, 125
 130, 63, 5
 158, 34, 135
 177, 141, 5
 199, 19, 135
 200, 126, 35
 189, 187, 5
 281, 187, 5
 94, 192, 5
 245, 119, 35
 1, 191, 5
 41, 144, 5
 252, 151, 5
 69, 91, 135
 214, 29, 45
 260, 7, 5
 243, 180, 5
 38, 98, 5
 161, 43, 135
 66, 26, 5
 58, 193, 35
 289, 58, 5
 59, 138, 125
 249, 202, 5
 296, 82, 5
 35, 145, 5
 56, 92, 135
 83, 183, 5
 94, 179, 5
 118, 36, 35
 242, 194, 5
 7, 186, 5
 136, 206, 5
 181, 207, 5
 135, 186, 55
 300, 133, 5
 78, 122, 125
 133, 6, 5
 232, 94, 125
 60, 191, 35
 142, 137, 135
 114, 130, 5
 33, 49, 5
 146, 66, 5
 265, 202, 5
 221, 3, 5
 30, 182, 5
 3, 66, 5
 110, 138, 5
 188, 202, 5
 113, 166, 35
 187, 182, 135
 260, 42, 5
 134, 119, 35
 210, 158, 35
 208, 114, 135
 90, 110, 5
 155, 177, 125
 273, 118, 5
 78, 86, 5
 295, 168, 5
 257, 40, 5
 262, 64, 5
 70, 161, 5
 29, 6, 5
 162, 22, 5
 87, 13, 35
 286, 30, 5
 128, 39, 135
 107, 145, 5
 79, 101, 5
 184, 137, 5
 15, 174, 5
 182, 169, 135
 28, 124, 5
 31, 162, 5
 249, 50, 5
 9, 122, 5
 53, 68, 5
 155, 173, 125
 95, 203, 5
 76, 101, 5
 270, 154, 5
 168, 15, 5
 145, 157, 135
 87, 14, 35
 218, 153, 135
 61, 45, 45
 286, 195, 5
 257, 13, 5
 20, 161, 5
 92, 78, 45
 261, 154, 5
 173, 53, 5
 14, 64, 5
 11, 119, 5
 75, 50, 135
 39, 59, 5
 161, 149, 35
 33, 173, 5
 107, 185, 35
 135, 72, 35
 188, 137, 5
 148, 60, 135
 120, 153, 135
 166, 86, 135
 167, 76, 35
 152, 209, 5
 6, 17, 5
 106, 31, 135
 70, 144, 5
 168, 146, 45
 233, 73, 5
 122, 8, 5
 193, 51, 5
 245, 161, 5
 236, 188, 35
 105, 123, 135
 196, 99, 5
 37, 92, 5
 233, 13, 5
 153, 209, 5
 123, 81, 5
 212, 109, 135
 219, 71, 135
 115, 29, 5
 204, 109, 35
 158, 17, 5
 37, 85, 5
 114, 16, 5
 201, 13, 45
 132, 15, 5
 241, 196, 5
 296, 196, 5
 3, 182, 5
 229, 74, 5
 293, 53, 5
 226, 177, 5
 147, 123, 125
 267, 136, 5
 237, 101, 35
 190, 73, 35
 6, 84, 5
 92, 54, 45
 86, 143, 135
 192, 126, 5
 90, 155, 135
 220, 122, 45
 120, 180, 35
 208, 118, 135
 106, 49, 45
 283, 47, 5
 61, 169, 5
 85, 116, 5
 140, 68, 5
 260, 50, 5
 237, 6, 5
 127, 105, 5
 80, 153, 5
 184, 87, 125
 121, 26, 5
 294, 135, 5
 297, 57, 5
 145, 87, 5
 159, 206, 5
 126, 138, 135
 256, 105, 5
 278, 79, 5
 135, 206, 5
 42, 187, 5
 142, 181, 5
 243, 161, 125
 250, 126, 5
 101, 202, 55
 267, 67, 5
 214, 57, 135
 257, 141, 5
 82, 104, 5
 12, 168, 5
 175, 125, 135
 235, 19, 35
 174, 93, 35
 174, 173, 135
 178, 106, 125
 26, 50, 5
 243, 75, 5
 167, 157, 5
 68, 135, 135
 235, 183, 5
 104, 95, 5
 162, 99, 35
 21, 157, 5
 5, 39, 5
 109, 41, 5
 239, 101, 5
 198, 86, 125
 124, 129, 5
 297, 143, 5
 66, 73, 135
 114, 149, 5
 213, 204, 5
 82, 56, 135
 14, 122, 5
 251, 25, 5
 112, 118, 135
 90, 125, 35
 130, 126, 135
 207, 169, 35
 118, 65, 45
 231, 65, 5
 264, 69, 5
 26, 192, 5
 173, 132, 5
 98, 171, 55
 159, 186, 85
 248, 66, 5
 40, 159, 5
 23, 22, 5
 96, 195, 5
 275, 38, 5
 33, 172, 5
 274, 188, 5
 162, 163, 35
 86, 147, 135
 262, 175, 5
 123, 208, 5
 218, 20, 45
 46, 95, 5
 289, 164, 5
 241, 179, 35
 179, 178, 135
 206, 209, 5
 201, 145, 135
 238, 108, 5
 146, 117, 35
 277, 125, 5
 14, 98, 5
 55, 24, 5
 266, 94, 5
 154, 14, 5
 159, 7, 5
 15, 87, 5
 146, 56, 135
 173, 119, 35
 33, 31, 5
 199, 102, 35
 166, 134, 45
 1, 158, 5
 10, 144, 5
 280, 115, 5
 35, 22, 5
 15, 159, 5
 297, 189, 5
 133, 106, 5
 24, 106, 5
 205, 73, 135
 65, 53, 45
 170, 6, 5
 211, 111, 135
 175, 78, 125
 212, 1, 5
 267, 14, 5
 129, 179, 135
 216, 107, 135
 275, 7, 5
 37, 78, 5
 26, 35, 5
 232, 201, 5
 200, 73, 35
 298, 137, 5
 25, 82, 5
 89, 161, 125
 184, 5, 45
 53, 19, 5
 285, 8, 5
 97, 145, 135
 29, 182, 5
 185, 138, 5
 154, 155, 135
 214, 166, 125
 282, 135, 5
 16, 125, 5
 83, 147, 135
 37, 76, 5
 226, 105, 125
 221, 195, 5
 258, 51, 5
 243, 165, 35
 238, 149, 135
